,Date,ID,Tweet,User
401,2018-02-04,960093096976568321,AUD/USD Forecast: Will the RBA hit the Aussie when it is down? https://t.co/WlXA0xeI2L,forexcrunch
402,2018-03-21,976548952039452673,@MichaelWestBiz @MattRCNM Yeah but the current AUD/USD exchange rate is about 1000:1,StevieL99
402,2018-02-04,960043747739361280,"AUD/USD Forecast: Will the RBA hit the Aussie when it is down?
https://t.co/H1FjfX0S8w",forexcrunch
403,2017-11-08,928262169988300800,"AUD/USD bounces, but it is forming lower highs | Forex Crunch https://t.co/un8tXvTXyF",forexcrunch
403,2018-03-21,976537590911381504,@JTSEO9 and now gold is taking off I have to consider another move up in aud/usd,Senex_FX
404,2017-11-08,928222207913922560,"AUD/USD bounces, but it is forming lower highs - https://t.co/Ww9TraZHnD https://t.co/sVFJVLUWEU",forexcrunch
404,2018-03-18,975279539130527744,"Hi. I traded AUD/USD.
I attached picture.

AUD/USD 0.79000 has resistance.
(Evidence is Pivotpoint and whole number and volume rising)

I got about +60pips.
#sonicrsystem
#fx
#Trade https://t.co/zFrb78hHXg",kerokeroFX
405,2018-03-17,975046076397862912,"Will @Tesla change the price of the Model 3 in Australia due to the AUD/USD conversion rate being so bad. The car would be classfied as a luxury car if it is 35,000 USD plus upgrades, which means we have to pay extra towards it in tax. Anyway it could be affordable? @elonmusk",Tishen5
405,2017-07-25,889711839604559872,AUD/USD: A Correction Lower Is Overdue; Above 0.80 To Be Met With RBA Opposition - BTMU - https://t.co/4yvzh1hZNE #AUDUSD https://t.co/Kjx9Ibz3iC,forexcrunch
406,2018-03-16,974774970332139522,"Breaking News: The Australian dollar is still getting smoked - The Australian dollar continued to slide on Friday, continuing the selloff that began on Thursday. The AUD/USD has lost over 2% during the past two sessions, the largest percentage decline... https://t.co/rryg8vv5sx",content4news
406,2017-07-24,889614951459020800,AUD/USD a big gainer - is 0.80 in play? | Forex Crunch https://t.co/fV2UfMDNsV,forexcrunch
407,2018-03-16,974527791252217860,"Australian Dollar / U.S. Dollar (AUD/USD)
Here it is, in just 18 hrs with a HUGE.....[read more---&gt;https://t.co/OQaz4ldTKO] https://t.co/07KrCznRrB",SharingTrading
407,2017-07-24,889422017606430720,AUD/USD a big gainer - is 0.80 in play? - https://t.co/JCH2sLaUIW https://t.co/vqcJftVb38,forexcrunch
408,2017-04-10,851315326604242945,AUD/USD trading at the lowest since January - is it about to plunge? - https://t.co/vpN1w54iSN #AUDUSD https://t.co/UZRawPu71I,forexcrunch
408,2018-03-16,974524965142765568,$AUD daily zoom and monthly big picture. That $0.7750 level is pretty key on both. I still view this as a bear market rally following the big move down. #dyor #trendfollowing #charting #forex #aud #usd https://t.co/7fnYYsmcPd,HigherSwing
409,2018-03-15,974075137191489536,"Analysis - 4h AUD/USD:
Price is in an up trend and ascending channel. It should most likely go… https://t.co/jyt6JkFTba",303traders
409,2016-11-01,793329453044736000,"AUD/USD leaps as RBA is in no rush to cut rates, Chinese data beats https://t.co/khxBNYScmk",forexcrunch
410,2018-03-14,973869724340772864,AUD/USD is attempting gains after upbeat China data https://t.co/HK7hw0aFjf,omahforex
410,2016-11-01,793325452299501569,RBA is in no rush to cut rates - AUD/USD leaps - https://t.co/bvriGIPQbn #AUDUSD #RBA https://t.co/hfG670ofwY,forexcrunch
411,2016-07-05,750448797793280000,"AUD/USD consolidates after RBA, elections, data – a fall is coming? https://t.co/zU86e30APE Via @ForexCrunch",forexcrunch
411,2018-03-13,973498956201283589,"AUD/USD consolidating gains above 20-dma, focus on US CPI data for further impetus 

AUD/USD is trading in a... https://t.co/o3s7vwDqFz",tradingscenes
412,2018-03-13,973448867176960000,"AUD/USD: Australian dollar is strengthening 13 March 2018, 08:32 #free #forexsignals #forextrading #forexnews #fx_analysis https://t.co/3FaMXVkmZk",ChrissaFxTrader
412,2016-07-05,750234504460054528,"AUD/USD consolidates after RBA, elections, data - a fall is coming? - https://t.co/zU86e2IZr4 https://t.co/wH1CDFQ881",forexcrunch
413,2018-03-12,973183623460458496,"AUD/USD Forex Technical Analysis – Gann Angle Support .7781, Resistance .7855 | Based on Friday’s close at .7846, the direction of the AUD/USD this week is likely to be determined by trader reaction to the 50%... | https://t.co/ro8ae7hggc https://t.co/FbLp1fLEMF",Rocketnews1
413,2016-05-19,733123785600184320,AUD/USD extends falls on Fed minutes - lines to watch https://t.co/R7CawvYuqb Aussie is the weakest link,forexcrunch
414,2016-05-10,729966104693608448,AUD/USD: 'Sell In May' Seasonal Trade Is Unfolding https://t.co/tqUixHoGX3,forexcrunch
414,2018-03-12,973117049953247232,"The pair is trading at 0.7876, a little off the highs at 0.7880 today
(Australia got an exemption on the tariffs)
https://t.co/IbuTvm98z2 
#AsiaPacific #currencies #AUD #USD #forex #forextrading #ProbusFx https://t.co/OPVbc1kINK",ProbusFx
415,2018-03-12,972989858196180992,"#forex #forex245 FX week starting as it left off - watch 107 in USD/JPY - 107 and thereabouts was resistance in USD/JPY on Friday (US time), and through to 107.15-off there should be some work to do  Meanwhile AUD/USD is cracking to a new high (compar... https://t.co/m6LMyeRxTU",Forex_245
415,2016-05-10,729928963062140928,#AUD/USD: 'Sell In May' Seasonal Trade Is Unfolding - Barclays $FXA https://t.co/4GWCWZDQIZ,forexcrunch
416,2018-03-08,971597772523692032,"Trade beats for Australia and China have seen AUD/USD rise Thursday, its long downtrend is under threat. Watch the daily close. 
https://t.co/BsLyWVDTsY",DavidCottleFX
416,2016-05-10,729908990495219712,AUD/USD: 'Sell In May' Seasonal Trade Is Unfolding - Barclays - https://t.co/sR9tyovAho https://t.co/AtVsWFMAOJ,forexcrunch
417,2018-03-07,971274158616334346,"AUD/USD is stuck on the 61.8% Fibonacci retracement since 1st March, even todays worse than expected GDP News didn't spark any movement from the ""Risk On"" currency. https://t.co/4MLn7fdjAE",Shaddy153
417,2016-02-29,704252314836717568,AUD/USD rebounds on Chinese RRR cut | Forex Crunch https://t.co/YvNZwVd8yb looks like weak data is coming,forexcrunch
418,2016-01-20,689710910164701184,AUD/USD is back to critical support – 5 reasons | Forex Crunch https://t.co/6sW2qy760O,forexcrunch
418,2018-03-07,971225472875954177,BTC Mining Promo 🔥 AUD/USD - Is the happy bearish has taken its first step? https://t.co/sVPvEGhfaV 🙋Promo HF18SPRNGSL10 → https://t.co/u06gO4KLZt https://t.co/EoGho4rR3l,AlertTrade
419,2018-03-07,971225465821130752,BTC Mining Promo 🔥 AUD/USD - Is the happy bearish has taken its first step? https://t.co/wPKOaBpPGa 🙋Promo HF18SPRNGSL10 → https://t.co/mfTeO492Iw https://t.co/65mjbXw0Ay,CryptoTraderPro
419,2016-01-20,689704295558569984,AUD/USD is back to critical support - 5 reasons - https://t.co/HimHPXtIfW https://t.co/D6XuZI0HKp,forexcrunch
420,2018-03-06,971060560442904576,Dismal Australia 4Q GDP Report to Rattle AUD/USD Rate Rebound - Updates to Australia’s GDP report may rattle the recent rebound in AUD/USD as the growth rate is expected to slow to 2.5% per annum from 2.8% in the third-quarter of 2017. https://t.co/PEk8iNrl1V,fxtrader_news
420,2015-08-07,629619513278005249,"AUD/USD is becoming a more popular pair in the last few years, and there are good reasons: it has a relatively better technical behavior",forexcrunch
421,2018-03-06,970823365358444544,"AUD/USD Forecast Mar. 5-9 2018 – RBA and GDP eyed - The Australian dollar fell quite sharply in a week that saw trade worries taking over. The week is full of top-tier events in Australia, with the rate decision and GDP standing out. Here are the high... https://t.co/7ntfytpb5O",itsonlyyass
421,2015-03-30,582521721606926337,EUR/USD is bullish in the short term; AUD/USD to fall - Elliott Wave Analysis http://t.co/iX33EJsaqK #forex,forexcrunch
422,2015-01-15,555612778141339648,6 reasons why AUD/USD long is the top trade for 2015 – Nordea http://t.co/iOEFuxtLDT Via @ForexCrunch,forexcrunch
422,2018-03-02,969654953584353281,@PaulMLangham GBP/CAD Finally at least one pair getting back to pre-Brexit and maybe some non Euro pairs will follow. Next weeks Economic news for AUD USD and GBP is heavy so may see downside as usual on 2nd week of the month. https://t.co/P3zY3kl60I,RobertWWoodsIII
423,2015-01-15,555529868306165763,6 reasons why AUD/USD long is the top trade for 2015 - Nordea http://t.co/48Ua5G9rXq #forex,forexcrunch
423,2018-03-02,969501591953866752,"Another long opportunity in AUD/USD IMO. @NassarInvesting stressed the possibility of DXY falling to new lows and this AUD/USD is totally in line with it. There is clear daily RSI divergence, daily hammer candle formed and we are right at 61.8 FIB retracement. https://t.co/BwVJ8JCJFd",logosxtrading
424,2014-11-05,529942540381073409,"The dollar is on a roll, with AUD/USD at lowest since July 2010 and GBP/USD lowest since November 2013",forexcrunch
424,2018-03-01,969188271065653250,AUD/USD pair... USD clearly strengthening against AUD$.  A stronger USD means is that the US is exporting inflation and importing deflation.. and vice -versa.  Just sayin..  😎 https://t.co/xzSiJZkLOG,joefriday_714
425,2018-03-01,969011261164965893,"#forex #fx Levels in play for the AUD/USD coming into the big data release (capex due at 0030GMT) - Australia - Q4 capex is coming up at 0030 GMT  What to expects: During the US time zone, Greg noted: Its under there (200 MA around 0.7780) now on appr... https://t.co/8qAlHWU6nQ",forexbulletin
425,2014-07-30,494559739439640576,AUD/USD is saved from losing 0.93 thanks to the Fed http://t.co/yM94hfutcx #forex,forexcrunch
426,2018-03-01,969011154088595456,Trade #Forex 50% Bonus Up To $2000 on your First Deposit Here https://t.co/P0yVDoXisR Levels in play for the AUD/USD coming into the big data release (capex due at 0030GMT) - Australia - Q4 capex is coming up at 0030 GMT  What to expects: During the U... https://t.co/pmI0QXl1kq,ForexLiveInfo
426,2014-06-12,477051503241592833,"AUD/USD is becoming a more popular pair in the last few years, and there are good reasons: it has a relatively better technical behavior",forexcrunch
427,2014-06-04,474105127813779456,AUD/USD unable to rise as strong growth is unbalanced http://t.co/EEHGUs6Feu #forex,forexcrunch
427,2018-02-28,968925003243646976,AUD/USD Is Approaching Crucial Break - @InvestingCom : https://t.co/CbYIpYlKBn,OzDollar
428,2018-02-27,968372970614874113,"AUD/USD is approaching major resistance, prepare for a drop /commentary/forex1/AUDUSD-is-approaching-major-resistance-prepare-for-a-drop",LibertyInvestm
428,2014-03-20,446671413832085505,"AUD/USD is becoming a more popular pair in the last few years, and there are good reasons: it has a relatively better technical behavior",forexcrunch
429,2013-10-28,394789606635601920,"AUD/USD is becoming a more popular pair in the last few years, and there are good reasons: it has a relatively better technical behavior",forexcrunch
429,2018-02-27,968372707015512065,@MrMacroMarkets Is that was has halted the AUD/USD slide in the past half hour?,TomGalbraith2
430,2018-02-27,968365863198969856,"AUD/USD is approaching major resistance, prepare for a drop https://t.co/Y8KVPh8NYM https://t.co/C5XPW520rn",duniajalanjalan
430,2013-07-11,355274259976822785,"AUD/USD is becoming a more popular pair in the last few years, and there are good reasons: it has a relatively better technical behavior",forexcrunch
431,2018-02-26,968088990845825025,"@_RandomKenny Yenbucks is not a currency I accept you neanderthal. I will only take payment in AUD, USD or the generally accepted best crypto BITCONNECT!!!! Also if the video isn’t 22mins I’m changing you double.",bovinecultist
431,2013-07-02,351948575887986689,"Video: Lines in EUR/USD, why AUD/USD is interesting and different directions of USD/JPY |http://t.co/Xw9KnPq5pq thanks @ForexStopHunter",forexcrunch
432,2013-07-01,351821929478500352,"Video: Lines in EUR/USD, why AUD/USD is interesting and different directions of USD/JPY http://t.co/Efd6KCebTo #forex",forexcrunch
432,2018-02-23,966983710443819009,👉Check out your opportunity to Sell! Read the Geometric Analysis where an AUD/USD 1hr chart is being explained... https://t.co/flVMJYvN7j,kenny_simon78
433,2018-02-20,965871793536892928,@GregaHorvatFX something like this. so if eur usd is developing this pattern USD CAD and AUD USD are in wave C to complete major wave (2) retracement https://t.co/tXLzAkxffE,FilippoPozzebon
433,2013-06-03,341519146414141441,AUD/USD is holding up quite well while the dollar is strengthening elsewhere,forexcrunch
434,2013-05-30,340110112385560576,AUD/USD is on a roll following the pending home sales,forexcrunch
434,2018-02-18,965127361191542786,"Woah, the AUD/USD exchange rate is starting to go up a little. This is a pleasant thing to see.",MysticalYuuki
435,2018-02-15,964117443898691585,AUD/USD popping to a new session high after the RBA announcement Reserve Bank of Australia is here: Australia - R https://t.co/qKlug61HFd,verkhinna5
435,2013-03-07,309601439611756544,AUD/USD: Reversal Pattern Is Pointing Towards 1.0375 http://t.co/c83YcyPkrR #forex,forexcrunch
436,2018-02-15,963942344058900480,"Overview of Australian jobs report (Jan)
Australia's monthly jobs report is back on the cards for Asian markets today. The report will be released at 12:30 GMT
The post whena are Aussie jobs and how could they affect AUD/USD?
 https://t.co/riUo3XE4nP",YulinFx
437,2018-02-12,962937172553854977,Is the AUD/USD poised for a corrective rally? - solid #Forex trading returns from https://t.co/N5HGpR1vmS since 2002. Open a #WhyLose Managed #FX or #Crypto account with $100K. #EURUSD #ETHUSD #BTCUSD https://t.co/wuXHc8Q0Eb,Cab4Tweet
438,2018-02-12,962937151624269824,Is the AUD/USD poised for a corrective rally? - solid #Forex trading returns from https://t.co/xza7GC2k0m since 2002. Open a #WhyLose Managed #FX or #Crypto account with $100K. #EURUSD #ETHUSD #BTCUSD https://t.co/G2JKDhNzbp,PCO4TfL
439,2018-02-12,962937141461442561,Is the AUD/USD poised for a corrective rally? - solid #Forex trading returns from https://t.co/kug38bSoAx since 2002. Open a #WhyLose Managed #FX or #Crypto account with $100K. #EURUSD #ETHUSD #BTCUSD https://t.co/LzpKLu7tJV,CarlyleFX
440,2018-02-09,962111133632020481,AUD/USD Forecast: A great jobs report is needed to stop the downfall https://t.co/P8Np8V4nFi,totalwork
441,2018-02-08,961732446655078400,"Stocks are sliding, volatility is elevated and the crude oil price just took another hit.

It’s not the kind of market conditions that the Australian dollar usually thrives in, and such was the case on Thursday. At .7782, the AUD/USD currently sits at the…https://t.co/XQ3YaIncEl",training8m
442,2018-02-08,961445898843820032,AUD/USD is not impressed by a rise in China's iron ore imports https://t.co/6xFNMXd9uG $AUDUSD #Forex https://t.co/ohDZQygceH,godbole17
443,2018-02-08,961443773791141889,AUD/USD is not impressed by a rise in China's iron ore imports https://t.co/l3wvLuwIiZ,WalterCOLLICA
444,2018-02-08,961443772679602178,AUD/USD is not impressed by a rise in China's iron ore imports https://t.co/EaXdMzUugQ,fxinter_net
445,2018-02-07,961373450182057984,The AUD/USD is certainly seen good activity from clients and sits just off session lows of $0.7817 (-1%) on the day. Read on https://t.co/Ltv0agJBlp,IGAus
446,2018-02-07,961189078925389824,@Scarletwktk YEAH if it was like half that I would maybe consider it as a cute date dress or something.... but that AUD = USD exchange rate is not good I gotta save me pennies,lollydove_amp
447,2018-02-05,960587888420360198,RBA Preview: AUD/USD is vulnerable to jawboning https://t.co/guSIOMmTEN,priceshallcom
448,2018-02-05,960564524003872774,"Great Trade Setups AND Signals☆:
The USD/CAD is one of the three so-called “commodity pairs”, together with AUD/USD, NZD/USD. These pairs are highly correlated to commodity (especially oil) fluctuations.",GenmanFX
449,2018-02-05,960517976662429697,RBA Preview: AUD/USD is vulnerable to jawboning - Don't want to miss winning trades? =&gt; https://t.co/iQ4lPmGmkD   https://t.co/UwW7m7GNpj,earnforex
450,2018-02-05,960517026287685632,RBA Preview: AUD/USD is vulnerable to jawboning - Don't want to miss winning trades? =&gt; https://t.co/Ym3VJcc5mO   https://t.co/3GzdnhyMr9,fxvnpro
451,2018-02-04,960152749857034241,"RT FXstreetNews ""AUD/USD Forecast: Will the RBA hit the Aussie when it is down? https://t.co/4qxd7KTV0B""",TweetedMediocre
452,2018-02-03,959580739271405569,"@JordanEliseo @PeteWargent Is it really that simple to predict AUD/USD, considering for the past month we have broke through 0.80 barrier? Some economist have predict price will hit a low of 70 cents by end of yr. Track the price of Iron Ore(USD), the answer is there! https://t.co/M6ko3bSdyt",KaiBLeong
453,2018-02-02,959413928366432256,New post (Westpac says AUD/USD is likely to depreciate from current level to 0.7200 on Fed hikes and further push back in RBA hike forecasts) has been published on RedlionTrader - https://t.co/oHqSDefZ07,redliontrader
454,2018-02-02,959261627731214336,"@FxSavante @IFM_Economist @FinancialReview I am with you there mate, there is no way the RBA raises rates based on the current CPI, house price, AUD:USD. People are baking in wage rises and inflation that has been 'coming' for the past 5 years, but never arrived.",PuntPal
455,2018-02-02,959259625894895616,"AUD/USD INTRADAY: FURTHER UPSIDE.

Our preference: long positions above 0.8010 with targets at 0.8065 &amp; 0.8090 in extension.
Alternative scenario: below 0.8010 look for further downside with 0.7985 &amp; 0.7965 as targets.
Comment: the RSI is bullish and calls for further upside. https://t.co/7g72r4eFsd",Nature_Forex
456,2018-02-01,959033822007439362,"Feb 1st, 2018: Steady Fed Helps Support Dollar - Morning Report: 07.00 London The dollar is on the rise this morning, supported by an in-line Final Fed meeting for departing chair Janet Yellen. Dollar pairs are on the back foot, with the AUD/USD leadi... https://t.co/4y1yUKV1Cs",BinaryPro
457,2018-02-01,959011251090227201,AUD/USD broke trend support and not because of $dxy which is still consolidating sideways. Disappointing numbers on the aussie development was the spark. https://t.co/vOMMo8tpgY,wagsconsulting
458,2018-01-31,958822422756712460,Emma RadissonFX: AUD/USD Is In A Strong Resistance Zone https://t.co/RiH7vGKDiW,fxstrategist1
459,2018-01-31,958811085015891968,"Interesting to see the Aus 10yr yield premium over US 10s trade down to 6bp in wake of FOMC statement (the lowest premium since July 2000), although has pushed back to 9bp. The average yield (i.e 2yr+ 5yr+10yr / 3) of Aussie bonds to US Treasury is now -4bp. AUD/USD now 0.8056",ChrisWeston_IG
460,2018-01-31,958692317967372288,@SwiftieLine @ts_kq The AUD &gt; USD is going to murder me but I NEED 😍😍,CaitoGrace
461,2018-01-29,957949998301409282,"https://t.co/nvCvD98Akd
Ichimoku Cloud Analysis: AUD/USD, NZD/USD, USD/CAD

The AUD/USD pair is trading at 0.8088; the instrument is still moving above Ichimoku Cloud, which means that it may continue growing. We should expect the price to test Tenkan-Sen and Kijun-Sen at 0.803…",MrsAndiLutz
462,2018-01-28,957743822611632128,"AAAANNND WE ARE OPEN. Here is to the start of week one for February. (Yes I know it isnt Feb yet but we call this week 1)...

Good luck out there to all the hunters and gatherers. Lets GO!
Current trades
Short
XAU USD, EUR USD, GBP USD, NZD USD, AUD USD, US crude

#forex #trading",morganbsampson
463,2018-01-26,956699022835712000,"Share, Learn, Improve your trades - https://t.co/AcMAV2L0F4 AUD/USD defends 0.80 in Asia, but is short-term top in place?: https://t.co/FFlT4KtsSV",flameater
464,2018-01-25,956417337321754625,"USD/CHF is FALLING with weak DOLLAR, now at 0.94000, also USD/CNY has dropped down to 6.31700. AUD/USD  has moved higher to 0.81100.",AntoninSkaryd
465,2018-01-24,956145450171715585,"Reaction is here at #AUDUSD.
#AUD #USD #dollar #euro #gold #profit #buy #sell #graphic #analysis #forex #fx #trade #limitforex #limitfx https://t.co/rB88ZqiUfq",LimitMarkets
466,2018-01-24,956043837205630976,Staying above 0.8000 is a good platform for AUD/USD bulls to build on https://t.co/QJSZxKJcuT,SilverFoxINJAPA
467,2018-01-23,955770619429257216,"""USD weakness is a key reason for AUD/USD reaching 0.80 - Westpac"" https://t.co/6WYYuktOoI",sanjayduddupudi
468,2018-01-23,955715015260045312,#Bitcoin #Bitcoinbet Trading Ideas: AUD/USD (23/1/18) *Temp Swing Down is possible 📈 → via https://t.co/H5gGMRimdo https://t.co/3VcAqfQb1l ▶️ https://t.co/BkaUd92HrS https://t.co/IMm5yAx0Qq,BetFastBTC
469,2018-01-23,955713808252551168,Trading Ideas: AUD/USD (23/1/18) *Temp Swing Down is possible https://t.co/fqcOsBpTeS 📈 → via https://t.co/pHaYY0O0C2 https://t.co/FKRZWMDIpr,SportsbookBTC
470,2018-01-22,955251525537882112,"Updating your old systems, planning on buying new? The AUD/USD exchange rate is looking good.......why not take advantage of this for your @Satloc @TracPlus @AirRepair equipment with your local Australian dealer! @ccm_systems",ccm_systems
471,2018-01-19,954233636123004929,"Australian Dollar Tops US$0.80, Eyes Best Weekly Run Since Mid ’16 https://t.co/i2ZYLYYtBC – Talking Points: AUD/USD has crossed back above 0.8000 It’s now looking quite comfortable at four-month highs A six week winning streak is in the... https://t.co/0oFnfYYQ3S #iot #ai #news https://t.co/qtZcJVFnEu",MoneyhealthF
472,2018-01-17,953763467923730434,"It’s amazing what traders and investors will do for 22 basis points (bp) of extra yield, but that to some extent is what FX investors require to push the AUD/USD through the 80c mark.
https://t.co/iRRJDaUKey",IG_Singapore
473,2018-01-17,953763263464005633,"It’s amazing what traders and investors will do for 22 basis points (bp) of extra yield, but that to some extent is what FX investors require to push the AUD/USD through the 80c mark.
https://t.co/b8c5rz7hH1",IGClientHelp
474,2018-01-17,953746062409453569,AUD/USD just breached the 100 MA and the 200 MA on the 5 minute chart.  I got in at 0.79863.  First resistance level is the 0.7940 area. #forex # audusd,RayHeliker
475,2018-01-17,953526363234885633,"Status: holder of AUD, USD, NZD... and Ethereum. My F5 key is in for a major workout.",evanavho
476,2018-01-13,952002025864286208,"Reposting @aurum.fx:
AUD/USD 4H 
Can we break the resistance? 
If so, then there is a good buy signal for the bulls 💪 https://t.co/zPC22D9JQY",NinjaMathster
477,2018-01-12,951884903171358721,"📊AUD/USD 4H ❌
Not everything is perfect .. that's good for the learning process📑 Bad timing with… https://t.co/vVNGU9a0yh",AurumFx
478,2018-01-12,951755702497873920,"How amazing is this reversal 😊. Just a touch and then a rally up. Nothing is better than the pending order in trading. Time to close half the position now. So far +240 pips.

#Forex $EUR $AUD $USD #BAT #HARMONIC #فوركس https://t.co/P3FRroYYla",TraderBoom
479,2018-01-11,951364730370732034,"Trading #BTC and #ETC in #australia with Independent Reserve @indepreserve is a no brainer. Best marketplace IMO in Australia - low fees, easy to use, accepts AUD/USD active community. Love it! Open your acct  https://t.co/le6k4gqrHt  #crypto #bitcoin",MSoteris
480,2018-01-11,951246143094222848,"So my 1st trade for today is buy AUD/USD 50 #pip stop loss, gonna #ridethewave with this one but around a 100-150pip target so to around 8000 mark which would be the next major level for this currency pair #forex  lets see how i get on!!! https://t.co/cBTup8yZDR",investOT
481,2018-01-10,951237828826075137,#TradeWithTheMarket - Focus today is on AUD &amp; USD as geopolitics rears it’s ugly head https://t.co/bF1guRFqot,Traders4Traders
482,2018-01-05,949270445269901312,@JohannBiermann1 Should be interesting because ZAR/USD is at its highest in a year while AUD/USD is not yet. One thoughtless utterance can send ZAR crashing *eats popcorn loudly in anticipation*,AllanShine
483,2018-01-05,949237676024221696,"AUD/USD Analysis

AUD/USD has been following a strong bullish movement for couple weeks.

At this moment, there is no signs of a trend invert, however, if the price starts to correct its last bullish movement it can be interesting to follow closely.

Our… https://t.co/isLZvVmM2X",TTMarketNews_hu
484,2018-01-05,949232928965488641,"AUD/USD Analysis

AUD/USD has been following a strong bullish movement for couple weeks.

At this moment, there is no signs of a trend invert, however, if the price starts to correct its last bullish movement it can be interesting to follow closely.

Our… https://t.co/l6awTW1QWR",TTMarketNews_es
485,2018-01-05,949232579273805825,"AUD/USD Analysis

AUD/USD has been following a strong bullish movement for couple weeks.

At this moment, there is no signs of a trend invert, however, if the price starts to correct its last bullish movement it can be interesting to follow closely.

Our… https://t.co/NkSUtC6NfX",TTMarketNews_bg
486,2018-01-05,949229598398648320,"AUD/USD Analysis

AUD/USD has been following a strong bullish movement for couple weeks.

At this moment, there is no signs of a trend invert, however, if the price starts to correct its last bullish movement it can be interesting to follow closely.

Our… https://t.co/IUF2aQeqWJ",TeleTradeTwit
487,2018-01-05,949229317715832832,"AUD/USD Analysis

AUD/USD has been following a strong bullish movement for couple weeks.

At this moment, there is no signs of a trend invert, however, if the price starts to correct its last bullish movement it can be interesting to follow closely.

Our… https://t.co/1rJ1pHAuOb",TTMarketNews_pl
488,2018-01-05,949228654214643712,"AUD/USD Analysis

AUD/USD has been following a strong bullish movement for couple weeks.

At this moment, there is no signs of a trend invert, however, if the price starts to correct its last bullish movement it can be interesting to follow closely.

Our… https://t.co/CHBjsEpD9w",TTMarketNews_gr
489,2018-01-05,949132651641765888,"Worsening trade bal. ++ed reason why AUD/USD @ 0.78 is an aberration. China is world's biggest #solar power generator = no major rebound in our coal exports. Weak USD keeping temp. floor under AUD. 
Australia posts a shock trade deficit from out of nowhere https://t.co/Zi17QDamLT",VertexCapital
490,2018-01-03,948465015874641920,“AUD/USD is poised to encounter the 55-week ma at .7860 and we note the TD perfected set up on the daily chart and the 13 count on the 240-minute chart. We look for initial failure here and will attempt small short positions.”,Saurav2004
491,2018-01-02,948158186334375936,"What's also nice is that none of those positions were gratuitously stupid things like Bitcoin or EUR/GBP during Brexit news. Just dumb things like USD/CHF, AUD/USD, Spot gold etc.",alinajaf
492,2017-12-29,946764555874717696,"AUD/USD: impulse is silent, a prolonged downward correction is expected - https://t.co/YGCn2Vnjd4 https://t.co/c96HWHgMLr",financeworld1
493,2017-12-29,946629134599430144,@BTCMarkets Can someone from BTC Markets (or anyone else) please explain to me why the buy/sell price is 10% above market on all other exchanges when you factor in AUD/USD exchange?,ClayCook
494,2017-12-27,945970784949989376,"There is a strong trend movement on AUD/USD. Rising of commodity prices supports the pair. I don’t rule out a bullish sentiment. I’ll buy the pair, if it fixes above 0.7775. It may move to 0.7825. https://t.co/0ZpY6EKR3g",alexfx79
495,2017-12-27,945919404843429888,@LTSigs Hi!! Which is the S/L on  AUD/USD trade? Thanks,Puledropensiero
496,2017-12-27,945913922967818240,"AUD/USD 0.23% is extending break above 200-DMA, intraday bias higher.The pair has edged above 38.2% Fib... https://t.co/ihhsGccyWt",ForexFunction
497,2017-12-24,944784754389520385,"#fx #forex More on Morgan Stanley looking calling AUD/USD to 0.65 The MS call is for AUD/USD in 2019. I p https://t.co/8WZvTywnLA #fx,#forex",ElikhinaYuliya
498,2017-12-20,943598266410823686,"The Australian dollar is staggering its way towards 2018 - The Australian dollar is staggering its way towards 2018, trading in a thin range throughout Wednesday. Here's the scoreboard as at 8.10am AEDT. AUD/USD 0.7664 , 0 , 0.00% More »        https://t.co/KBlsv0EZhU",zyiteblog
499,2017-12-20,943455202589290496,AUD/USD Is Trading In A Correction And Gold Is Looking For A Potential Top https://t.co/TpV3nL9zYN,TalkMarketsGold
500,2017-12-20,943451410540228609,AUD/USD Is Trading In A Correction And Gold Is Looking For A Potential Top $FXA $GLD https://t.co/wnL2joyvag,ewforecast
501,2017-12-20,943420610167717888,"AUD/USD: the pair is trading in the flat

Daily news, Technical Analysis, Market News, All offered FREE
#technikalanalysis #news #CFD #Gold #Oil  #FXBTrading

 https://t.co/rscQBK0Rzj https://t.co/1JBsmHz6uA",DilaParson
502,2017-12-20,943401845690699781,"AUD/USD: the pair is trading in the flat

Daily news, Technical Analysis, Market News, All offered FREE
#technikalanalysis #news #CFD #Gold #Oil  #FXBTrading https://t.co/CpZWsZNOFC https://t.co/gInUIOwk0R",TradingFxb
503,2017-12-20,943387641197842433,AUD/USD -Getting closer to cloud chart resistance at bottom end of the cloud! Cloud is major resistance zone!  https://t.co/plle0kxnRn,MullerRichard
504,2017-12-19,943062170543067136,"AUD/USD Up Movement is Predicted up to 0.7666
#AUDUSD #ForexSignals #Forex #TradingSignals #TradeCall 
https://t.co/jM3igkHiDr https://t.co/nR0BAJ4vYE",fxpipsservices
505,2017-12-19,943051670711304197,AUD/USD Daily Candlesticks &amp; Ichimoku Chart: A bearish reversal candle on Friday. Do you think this could be a sign that the retracement is over? https://t.co/V1O3WdLLZW,TradewithTR
506,2017-12-19,943015832291962881,"AUD/USD: Australian dollar is stable

https://t.co/HsMoiQQGiM

#education #news #CFD #Gold #Oil #FXB #FXBTrading #bonus #trading #forex #mt4 #mt5 #demo #TechnicalAnalysis #MarketNews #FundamentalAnalysis #EconomicCalendar #FinancialNews #DailyNews https://t.co/rN3eQKRoH6",senja_om
507,2017-12-18,942885335406727168,DAILY CLOSE OF THE DAY: AUD/USD is in a difficult area after being unable to close above the… https://t.co/7C5AoNM8xv,SBForexGroup
